index,premise,hypothesis,pattern,type,section_id,pattern_label,lexical_jaccard,lexical_coverage,digits_premise,digits_hypothesis,pct_premise,pct_hypothesis,units_premise,units_hypothesis,numeric_total,neg_premise,neg_hypothesis,neg_total,words_premise,words_hypothesis,trial_primary,trial_secondary
442,"Outcome Measurement: 
  Number of Participants With Serious and Non-serious Adverse Events Assessed by the Common Terminology Criteria for Adverse Events (CTCAE v4.0)
  Here is the count of participants with serious and non-serious adverse events assessed by the Common Terminology Criteria for Adverse Events (CTCAE v4.0). A non-serious adverse event is any untoward medical occurrence. A serious adverse event is an adverse event or suspected adverse reaction that results in death, a life-threatening adverse drug experience, hospitalization, disruption of the ability to conduct normal life functions, congenital anomaly/birth defect or important medical events that jeopardize the patient or subject and may require medical or surgical intervention to prevent one of the previous outcomes mentioned.
  Time frame: Date treatment consent signed to date off study, approximately 9 months and 6 days for DL1, 17 months and 3 days for DL2, and 23 months and 13 days for DL3.
Results 1: 
  Arm/Group Title: Dose Level 1 - 1 Injection - Total Dose 2 x 10^8 IU
  Arm/Group Description: Participants received Modified Vaccinia Ankara (MVA)-brachyury-TRICOM vaccine administered subcutaneously as 1 injection (I injection = 2 x 10^8 IU) of study drug at monthly (28 days +/- 4 days) intervals for 3 months. Patients with stable disease may continue to receive vaccine for up to 6 monthly doses.
  Overall Number of Participants Analyzed: 3
  Measure Type: Count of Participants
  Unit of Measure: Participants  3 100.0%",100.0% of cohort 1 of the primary trial suffered some kind of adverse event,11,Single,Results,Les 2 corrects,0.051470588235294115,0.5384615384615384,39.0,5.0,1.0,1.0,10.0,0.0,56.0,3.0,0.0,3.0,240.0,15.0,1.0,0.0
443,"INTERVENTION 1: 
  Phase 1: Epacadostat 25 mg BID
  Epacadostat 25 mg tablet orally twice daily (BID) starting on Cycle 1 Day 1 in combination with pembrolizumab 2 mg/kg administered intravenously every 3 weeks (Q3W) starting on Cycle 1 Day 1.
INTERVENTION 2: 
  Phase 1: Epacadostat 50 mg BID
  Epacadostat 50 mg tablet orally BID starting on Cycle 1 Day 1 in combination with pembrolizumab 2 mg/kg or 200mg administered intravenously every 3 weeks (Q3W) starting on Cycle 1 Day 1.

INTERVENTION 1: 
  Sunitinib
  Participants receiving treatment on single-agent sunitinib on continuous dosing regimens returned for study visits at Day 28, and every 8 weeks thereafter. Participants on regimens other than single-agent sunitinib on continuous dosing followed the schedule of activities from their parent or extension protocol. Sunitinib-naïve participants (ie, those not treated with sunitinib in the previous parent study) received a starting dose of 37.5 mg sunitinib once daily.",the primary trial particpants receive Epacadostat twice as frequently as Sunitinib-na‚àö√òve participants in the secondary trial receive sunitinib.,01,Comparison,Intervention,P1✗ KATE✓,0.07317073170731707,0.375,36.0,0.0,0.0,0.0,15.0,0.0,51.0,1.0,0.0,1.0,155.0,21.0,1.0,1.0
444,"Inclusion Criteria:
  Serum 25OHD levels < 40 ng/ml

Inclusion Criteria:
  Healthy Participants (Part 1 only)
  Males 18 to 45 to years of age
  Baseline left ventricular ejection fraction (LVEF) greater than (>) 60 percent (%)
  HER2-Positive Females (Parts 1 and 2)
  Females greater than or equal to (  ) 18 years of age
  Eastern Cooperative Oncology Group (ECOG) performance status of 0
  Previous non-metastatic operable primary invasive HER2-positive breast cancer
  Baseline LVEF >55%
Exclusion Criteria:
  Healthy Participants (Part 1 only)
  Clinically significant abnormalities in laboratory test results or electrocardiogram
  History of significant allergies, gastrointestinal, renal, hepatic, cardiovascular, or pulmonary disease
  History of hypersensitivity or allergic reaction, spontaneous or following drug administration
  History of cardiac conditions
  HER2-Positive Females (Parts 1 and 2)
  Metastatic disease
  Concurrent other malignancy requiring therapy of any modality which may interfere with PK investigations or result in unexpected toxicity
  Use of Herceptin in previous 5 months
  Serious cardiac illness","Patients with a Vitamin D deficiency are excluded from the primary trial, but may be eligible for the secondary trial.",10,Comparison,Eligibility,P1✓ KATE✗,0.025423728813559324,0.16666666666666666,25.0,0.0,1.0,0.0,2.0,0.0,28.0,1.0,0.0,1.0,152.0,20.0,2.0,1.0
445,"INTERVENTION 1: 
  Abl Cells IV + Cyclophosphamide 30 mg/kg
  Phase 1 Cyclophosphamide Dose Escalation: Fludarabine 5x25mg/m^2 + Cyclophosphamide 2x30mg/kg + Cells intravenous (IV)
INTERVENTION 2: 
  Abl Cells IV + Cyclophosphamide 60 mg/kg
  Phase 1 Cyclophosphamide Dose Escalation: Fludarabine 5x25mg/m2 + Cyclophosphamide 2x60mg/kg + Cells intravenous (IV)

INTERVENTION 1: 
  DM-CHOC-PEN - Arm 1
  Cohort 1: Patients without liver involvement or history of liver disease, will be treated at a dose of 98.7 mg/m2.
  Patients will discontinue dosing with DM-CHOC-PEN when there are any unacceptable toxicities, progression of cancer or patient compliance.
  4-Demethyl-4-cholestryloxycarbonylpenclomedine: This will be an open-label, uncontrolled two-arm, multi-center study in patients with CNS involvement from melanoma, breast, lung cancers or primary malignancies of the CNS. Patients can be previously treated with radiation and systemic therapies and are eligible if they also have other sites of cancer involvement.
INTERVENTION 2: 
  DM-CHOC-PEN - Arm 2
  Cohort 2: Patients with liver involvement or history of disease will be treated at a dose of 85.8 mg/m2.
  Patients will discontinue dosing with DM-CHOC-PEN when there are any unacceptable toxicities, progression of cancer or patient compliance.
  4-Demethyl-4-cholestryloxycarbonylpenclomedine: This will be an open-label, uncontrolled multi-center study in patients with CNS involvement from melanoma, breast, lung cancers or primary malignancies of the CNS. Patients can be previously treated with radiation and systemic therapies and are eligible if they also have other sites of cancer involvement.",The interventions in the primary trial and the secondary trial include completely different drug-based treatments.,00,Comparison,Intervention,Les 2 en erreur,0.04,0.3076923076923077,40.0,0.0,0.0,0.0,8.0,0.0,48.0,0.0,0.0,0.0,250.0,16.0,3.0,1.0
446,"INTERVENTION 1: 
  Patients Undergoing Mastectomy Surgery
  Number of individuals having mastectomy surgery who were approached for participation in the trial

INTERVENTION 1: 
  HR+: MM-121+ Paclitaxel
  Hormone-receptor positive (HR+) sub-group randomized to receive:
  2 week run-in of MM-121 (20 mg/kg weekly IV infusion over 60 minutes following a 40 mg/kg loading dose), followed by 4 cycles of MM-121 (20 mg/kg weekly) + Paclitaxel (80 mg/kg IV infusion weekly over 60 minutes) for 12 weeks, followed by 4 cycles of doxorubicin and cyclophosphamide (8 weeks)","the primary trial candidates receive less weekly MM-121 and Paclitaxel than cohort 1 the secondary trial candidates, but higher doses of herceptin and doxatel",11,Comparison,Intervention,Les 2 corrects,0.14492753623188406,0.47619047619047616,29.0,4.0,0.0,0.0,9.0,0.0,42.0,0.0,0.0,0.0,92.0,25.0,1.0,1.0
447,"History of allergic reactions attributed to compounds of similar chemical or biologic composition to mesna or other agents used in the study (ie. sulfur containing drugs including ""sulfa antibiotics"" and celecoxib).

  Documented allergy to all three of the following antibiotics: cephalosporin, trimethoprim/sulfamethoxazole, and levofloxacin","Any patients with Documented allergy to cephalosporin, trimethoprim/sulfamethoxazole, levofloxacin or celecoxib will not be eligible for both the secondary trial and the primary trial.",10,Comparison,Eligibility,P1✓ KATE✗,0.22448979591836735,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,25.0,1.0,1.0
448,"Adverse Events 1:
  Total: 0/7 (0.00%)

Adverse Events 1:
  Total: 0/11 (0.00%)
Adverse Events 2:
  Total:",Suspected Serious Adverse reactions were more common in the adverse events section of the primary trial than in the secondary trial.,11,Comparison,Adverse Events,Les 2 corrects,0.08695652173913043,0.125,14.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,20.0,21.0,1.0,1.0
449,"Adverse Events 2:
  Total: 0/28 (0.00%)
  Death * [1]0/28 (0.00%)
  Hospitalization [2]0/28 (0.00%)
  Hospitalization [3]0/28 (0.00%)","There were no deaths or Hospitalizations in cohort 2 of the primary trial, and only a single case of Atrial fibrillation .",11,Single,Adverse Events,Les 2 corrects,0.03333333333333333,0.05,28.0,1.0,4.0,0.0,0.0,0.0,33.0,0.0,1.0,1.0,26.0,21.0,1.0,0.0
450,"INTERVENTION 1: 
  Imaging Session 1
  Fluciclatide Injection (AH111585 (18F) Injection) at 10mCi [370 megabecquerels (MBq)]

INTERVENTION 1: 
  Chloroquine Standard Dose (500mg/Week)",cohort 1 of the primary trial is given an intraosseous injection of Fluciclatide and cohort 1 of the secondary trial is administered a standard dose of Chloroquine by IV.,11,Comparison,Intervention,Les 2 corrects,0.18181818181818182,0.2857142857142857,19.0,2.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,22.0,29.0,1.0,1.0
451,"INTERVENTION 1: 
  Suramin and Paclitaxel
  Suramin will be infused weekly over 30 minutes. Four hours after the completion of the suramin infusion the 1 hour infusion of paclitaxel will begin.

INTERVENTION 1: 
  Patients Undergoing Mastectomy Surgery
  Number of individuals having mastectomy surgery who were approached for participation in the trial","Suramin and Paclitaxel are administered to all patients in the primary trial, and the secondary trial",11,Comparison,Intervention,Les 2 corrects,0.17073170731707318,0.5384615384615384,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,50.0,16.0,1.0,1.0
452,"Adverse Events 1:
  Total: 8/30 (26.67%)
  Heart Failure 1/30 (3.33%)
  Vertigo 1/30 (3.33%)
  Small intestinal obstruction 1/30 (3.33%)
  Fever 1/30 (3.33%)
  Aspartate aminotransferase increased 1/30 (3.33%)
  Alanine aminotransferase increased 1/30 (3.33%)
  Back Pain 1/30 (3.33%)
  Pleural effusion 1/30 (3.33%)
  Rash maculo-papular 1/30 (3.33%)
  Hypotension 1/30 (3.33%)",maculo-papular Rash was a common adverse event for the primary trial participants.,10,Single,Adverse Events,P1✓ KATE✗,0.10526315789473684,0.3076923076923077,68.0,0.0,11.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,69.0,13.0,1.0,0.0
453,"INTERVENTION 1: 
  Glioblastoma Multiforme (GBM)
  Patients with glioblastoma multiforme (GBM) undergo 18F-FDG and 18F-FPPRGD2 positron emission tomography / computed tomography (PET/CT) imaging at baseline and 6 weeks (or standard of care follow-up)
  18F-fludeoxyglucose (18F-FDG): 18F-FDG will be used as the radiotracer for a regular medical care PET/CT or PET/MRI scan
  18F-FPPRGD2: 18F-FPPRGD2 will be used as the radiotracer for a PET/CT or PET/MRI scan. Participants will be injected with less than 10 mCi of 18F-FPPRGD2.
INTERVENTION 2: 
  Gynecological Cancers
  Patients with gynecological cancer undergo 18F-FDG and 18F-FPPRGD2 positron emission tomography / computed tomography (PET/CT) imaging at baseline and at 9 t0 12 weeks (or standard of care follow-up)
  18F-fludeoxyglucose (18F-FDG): 18F-FDG will be used as the radiotracer for a regular medical care PET/CT or PET/MRI scan
  18F-FPPRGD2: 18F-FPPRGD2 will be used as the radiotracer for a PET/CT or PET/MRI scan. Participants will be injected with less than 10 mCi of 18F-FPPRGD2.","Both the primary trial study groups will undergo the same 18F-FDG and 18F-FPPRGD2 positron emission tomography / computed tomography (PET/CT) imaging procedures, with the exception that cohort 1 will receive a slightly higher dose of 18F-FPPRGD2.",11,Single,Intervention,Les 2 corrects,0.2608695652173913,0.5625,51.0,9.0,0.0,0.0,2.0,0.0,62.0,0.0,0.0,0.0,177.0,39.0,1.0,0.0
454,"Outcome Measurement: 
  Percentage of Participants Experiencing Any Treatment Emergent Adverse Events and Serious Treatment Emergent Adverse Events
  Treatment-emergent adverse events (TEAEs) were defined as any adverse events (AEs) that begin or worsen on or after the start of study drug through 30 days after the last dose of study drug. The severity was graded based on the National Cancer Institute's Common Terminology Criteria for Adverse Events Version 4.03. An AE that met one or more of the following outcomes was classified as serious:

Outcome Measurement: 
  Number of Participants With Objective Response
  Objective response in participants was defined as the number of participants with complete response (CR) or partial response (PR) after treatment with talazoparib and maintained for at least 4 weeks (28 days) as assessed by response evaluation criteria in solid tumors (RECIST) version 1.1. CR defined as disappearance of all non-nodal target lesions (where all target lesions were recorded with a length of 0 millimeter [mm] on the case report form [CRF]) and the reduction of the shortest diameter of all nodal lesions to less than [<] 10 mm. PR was defined by a 30% or more decrease in the sum of the longest diameters (SLD) + sum of shortest diameters (SSD) of target lesions, taking as reference the baseline SLD+SSD.
  Time frame: From Baseline until disease progression or death due to any cause (maximum duration: 1071 days for Part 1; 834 days for Part 2)",the secondary trial and the primary trial have completely unrelated outcome measurements.,10,Comparison,Results,P1✓ KATE✗,0.022556390977443608,0.3,24.0,0.0,1.0,0.0,5.0,0.0,30.0,1.0,0.0,1.0,241.0,12.0,1.0,1.0
