index,premise,hypothesis,true_label,predicted_label,is_correct,premise_len,hypothesis_len,prompt_len,length_bin,type,section_id
389,"Substance abuse, medical, psychological or social conditions that may interfere with the participant's participation in the study or evaluation of the study results

  Any psychiatric condition that would prohibit the understanding or rendering of informed consent","the nationality, ethnicity, psychiatric condition or gender of a patient will not affect their eligibility for the primary trial or the secondary trial",Contradiction,Contradiction,True,264,151,415,Court,Comparison,Eligibility
390,"Inclusion Criteria:
  Subjects who were confirmed to have a response after receiving at least two courses of weekly paclitaxel therapy and considered to need to continue the therapy by the investigator/subinvestigator among the patients with advanced or recurrent breast cancer who had met the selection criteria and participated in the preceding phase II clinical study

  The patient is ambulatory with a functional ECOG < 2 status (see Appendix 2).","the secondary trial  candidates must be Completely disabled to participate, whereas this is not required to be accepted into the primary trial",Contradiction,Contradiction,True,451,142,593,Moyen,Comparison,Eligibility
391,"Adverse Events 1:
  Total: 0/60 (0.00%)
Adverse Events 2:
  Total: 0/60 (0.00%)",there were 4 more patients that suffered adverse events in cohort 1 of the primary trial than in cohort 2 of the primary trial,Contradiction,Contradiction,True,79,126,205,Court,Single,Adverse Events
392,"Outcome Measurement: 
  Percentage of Participants Experiencing Any Treatment Emergent Adverse Events and Serious Treatment Emergent Adverse Events
  Treatment-emergent adverse events (TEAEs) were defined as any adverse events (AEs) that begin or worsen on or after the start of study drug through 30 days after the last dose of study drug. The severity was graded based on the National Cancer Institute's Common Terminology Criteria for Adverse Events Version 4.03. An AE that met one or more of the following outcomes was classified as serious:

Outcome Measurement: 
  Number of Participants With Objective Response
  Objective response in participants was defined as the number of participants with complete response (CR) or partial response (PR) after treatment with talazoparib and maintained for at least 4 weeks (28 days) as assessed by response evaluation criteria in solid tumors (RECIST) version 1.1. CR defined as disappearance of all non-nodal target lesions (where all target lesions were recorded with a length of 0 millimeter [mm] on the case report form [CRF]) and the reduction of the shortest diameter of all nodal lesions to less than [<] 10 mm. PR was defined by a 30% or more decrease in the sum of the longest diameters (SLD) + sum of shortest diameters (SSD) of target lesions, taking as reference the baseline SLD+SSD.
  Time frame: From Baseline until disease progression or death due to any cause (maximum duration: 1071 days for Part 1; 834 days for Part 2)","the secondary trial and the primary trial have completely unrelated outcome measurements, but the same interventions",Contradiction,Contradiction,True,1485,116,1601,Long,Comparison,Results
393,"Outcome Measurement: 
  Patients With Tumor Response (Response Evaluation Criteria in Solid Tumors) Who Received All 24 Doses of 852A.

Outcome Measurement: 
  Number of Participants With Aromatase Inhibitor Associated Musculoskeletal Symptoms (AIMSS)",Neither the secondary trial or the primary trial measure the percentage of participants in their studies that experience Clinical Benefit (using (RECIST) criteria),Contradiction,Contradiction,True,251,163,414,Court,Comparison,Results
394,"Results 2: 
  Arm/Group Title: Wait-list Control
  Arm/Group Description: Waits six months, and at the end of the six months is offered the option of participating in the peer support program.
  Overall Number of Participants Analyzed: 75

Results 2: 
  Arm/Group Title: Device + (Standard of Care) SOC
  Arm/Group Description: Use of the device in addition to the standard of care lumpectomy procedure.
  MarginProbe: Device use to assess margin status of the excised specimen surface.
  Lumpectomy: Standard of care lumpectomy procedure
  Overall Number of Participants Analyzed: 163",There were significantly more patients in cohort 2 of the secondary trial than in cohort 2 of the primary trial.,Entailment,Entailment,True,585,112,697,Moyen,Comparison,Results
395,"Outcome Measurement: 
  Proportion of Participants With Controlled Acute Vomiting
  No episodes of vomiting and no rescue medication during first 24 hours after cyclophosphamide administration.
  Time frame: at 0-24 hours
Results 1: 
  Arm/Group Title: Aprepitant, Dexamethasone, Cytoxan & Kytril
  Arm/Group Description: Day 1: 1 mg of Kytril orally or I.V., 10 mg of Dexamethasone orally, and Aprepitant 125 mg orally, 1 hour prior to cyclophosphamide administration.
  Cyclophosphamide 4gm/m2 I.V. over 90 - 120 minutes.
  Days 2 & 3: Aprepitant 80 mg once daily in the morning.
  Aprepitant: Aprepitant 80mg once daily in the morning on days 2 and 3
  Cyclophosphamide: Cyclophosphamide 4 gm/m2 I.V. over 90-120 minutes
  Dexamethasone: Dexamethasone orally 10 mg 1 hour prior to cyclophosphamide administration.
  Granisetron hydrochloride: Kytril 1 mg orally or I.V., 1 hour prior to cyclophosphamide administration.
  Overall Number of Participants Analyzed: 35
  Measure Type: Number
  Unit of Measure: participants  20","Over 50% of patients in cohort 2 of the primary trial suffered Acute Vomiting after treatment with Aprepitant, Dexamethasone, Cytoxan and Kytril",Contradiction,Contradiction,True,1027,144,1171,Long,Single,Results
396,"INTERVENTION 1: 
  Phase 1: Epacadostat 25 mg BID
  Epacadostat 25 mg tablet orally twice daily (BID) starting on Cycle 1 Day 1 in combination with pembrolizumab 2 mg/kg administered intravenously every 3 weeks (Q3W) starting on Cycle 1 Day 1.
INTERVENTION 2: 
  Phase 1: Epacadostat 50 mg BID
  Epacadostat 50 mg tablet orally BID starting on Cycle 1 Day 1 in combination with pembrolizumab 2 mg/kg or 200mg administered intravenously every 3 weeks (Q3W) starting on Cycle 1 Day 1.

INTERVENTION 1: 
  Sunitinib
  Participants receiving treatment on single-agent sunitinib on continuous dosing regimens returned for study visits at Day 28, and every 8 weeks thereafter. Participants on regimens other than single-agent sunitinib on continuous dosing followed the schedule of activities from their parent or extension protocol. Sunitinib-naïve participants (ie, those not treated with sunitinib in the previous parent study) received a starting dose of 37.5 mg sunitinib once daily.",the primary trial participants receive pembrolizumab twice as frequently as participants in the secondary trial receive sunitinib.,Contradiction,Contradiction,True,982,130,1112,Long,Comparison,Intervention
397,"INTERVENTION 1: 
  Arm 1
  Patients receive oral lapatinib and oral tamoxifen once daily on days 1-28.
  lapatinib ditosylate: Given orally
  tamoxifen citrate: Given orally",Patients participating in the primary trial receive 100 mg/m2 oral lapatinib twice a day for a full month.,Contradiction,Contradiction,True,173,106,279,Court,Single,Intervention
398,"Outcome Measurement: 
  Evaluate Toxicity of Infusing HER2-specific T Cells as Assessed by National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) v3.0
  Patients are monitored for the development of end organ damage by assessing adverse events with serum chemistries, liver function studies, complete blood counts, urine analysis and physical exams. All adverse events for all systems are graded on a scale of 1-5 and attribution is assigned. There are DLT criteria. DLT is defined as any incidence of Grade 3 hematologic and non-hematologic toxicity (excluding: fever, hypoxia, and urticaria) Thus, if a subject develops a Grade 3 toxicity (excluding those listed in Table 4) will be considered excessive toxicity and no further dose escalations will occur.
  Time frame: Up to 4 months after first booster vaccine

Outcome Measurement: 
  Percentage of Participants With Adverse Events of Primary Interest (AEPIs)
  The AEPIs in this study were defined as the following: adverse events (AEs) Grade >/= 3, specifically, hepatic events, allergic reactions, thrombocytopenia and hemorrhage events, all Grade >/= 3 AEs related to trastuzumab emtansine and pneumonitis events of all grades.
  Time frame: Baseline up to approximately 7 years",the primary trial and the secondary trial evaluate the Percentage of Participants With Adverse Events of Primary Interest (AEPIs),Contradiction,Contradiction,True,1270,129,1399,Long,Comparison,Results
399,"Adverse Events 1:
  Total: 3/24 (12.50%)
  Disseminated intravascular coagulation 0/24 (0.00%)
  Death NOS 0/24 (0.00%)
  Edema limbs 0/24 (0.00%)
  Fatigue 0/24 (0.00%)
  Hepatic failure 1/24 (4.17%)
  Alanine aminotransferase increased 1/24 (4.17%)
  Aspartate aminotransferase increased 1/24 (4.17%)
  Blood bilirubin increased 0/24 (0.00%)
  Ejection fraction decreased 1/24 (4.17%)
Adverse Events 2:
  Total: 9/22 (40.91%)
  Disseminated intravascular coagulation 1/22 (4.55%)
  Death NOS 1/22 (4.55%)
  Edema limbs 1/22 (4.55%)
  Fatigue 1/22 (4.55%)
  Hepatic failure 0/22 (0.00%)
  Alanine aminotransferase increased 0/22 (0.00%)
  Aspartate aminotransferase increased 1/22 (4.55%)
  Blood bilirubin increased 1/22 (4.55%)
  Ejection fraction decreased 1/22 (4.55%)","there were 0 cases of Hypertension, Edema and Dyspnea in either cohort of the primary trial",Contradiction,Entailment,False,773,91,864,Moyen,Single,Adverse Events
400,"Adverse Events 1:
  Total: 90/223 (40.36%)
  Anaemia * 5/223 (2.24%)
  Neutropenia * 1/223 (0.45%)
  Thrombocytopenia * 1/223 (0.45%)
  Acute coronary syndrome * 1/223 (0.45%)
  Acute myocardial infarction * 1/223 (0.45%)
  Myocardial infarction * 1/223 (0.45%)
  Abdominal adhesions * 1/223 (0.45%)
  Abdominal pain * 8/223 (3.59%)
  Abdominal pain upper * 2/223 (0.90%)
  Ascites * 2/223 (0.90%)

Adverse Events 1:
  Total: 4/9 (44.44%)
  Pericardial effusion 1/9 (11.11%)
  Corneal deposits 0/9 (0.00%)
  Diarrhoea 0/9 (0.00%)
  Stomatitis 0/9 (0.00%)
  Mucosal inflammation 0/9 (0.00%)
  Influenza 1/9 (11.11%)
  Pneumocystis jirovecii pneumonia 1/9 (11.11%)
  Pneumonia 1/9 (11.11%)
  Adenocarcinoma of colon 1/9 (11.11%)
  Presyncope 1/9 (11.11%)
  Pleuritic pain 1/9 (11.11%)","Pericardial effusions were more common for patients in the primary trial, and Corneal deposits were more common in the secondary trial.",Contradiction,Contradiction,True,782,135,917,Moyen,Comparison,Adverse Events
401,"Overall Number of Participants Analyzed: 234
  Overall Number of Participants Analyzed: 241","the primary trial reports the total Number of Participants Analyzed in the study, but does not report the number of participants in each cohort.",Contradiction,Entailment,False,91,144,235,Court,Single,Results
402,"INTERVENTION 1: 
  Massage
  Patients received 3 massage therapy visits from massage therapists in initial week with a duration of 15-45 minutes.NOTE: Intervention 'management of therapy complications' has not been included in any Arm/Group Descriptions.
  Patients were intended to receive pain therapy, psychosocial assessment and care, and quality-of-life assessment
  management of therapy complications
  massage therapy
  pain therapy
  psychosocial assessment and care
  quality-of-life assessment
INTERVENTION 2: 
  No-touch Control
  Patients received 3 no-touch therapy visits from massage therapists who provided no-touch without healing intention.Patients were intended to receive pain therapy, psychosocial assessment and care, and quality-of-life assessment
  management of therapy complications
  massage therapy
  pain therapy
  psychosocial assessment and care
  quality-of-life assessment

INTERVENTION 1: 
  PF-06647020 0.2 mg/kg（Q3W Regimen）
  Participants enrolled in the dose escalation phase received PF-06647020 at 0.2 mg/kg on Day 1 of each 21-day cycle as an intravenous (IV) infusion over approximately 60 minutes on an outpatient basis. Each participant received PF-06647020 until disease progression, unacceptable toxicity, withdrawal of consent, or study termination.
INTERVENTION 2: 
  PF-06647020 0.5 mg/kg (Q3W Regimen)
  Participants enrolled in the dose escalation phase received PF-06647020 at 0.5 mg/kg on Day 1 of each 21-day cycle as an IV infusion over approximately 60 minutes on an outpatient basis. Each participant received PF-06647020 until disease progression, unacceptable toxicity, withdrawal of consent, or study termination.","the primary trial does not test any drug based treatments, whereas the secondary trial tests different doses of one drug based-treatment",Entailment,Contradiction,False,1674,136,1810,Long,Comparison,Intervention
403,"Inclusion Criteria:
  Histological confirmation of ER positive, HER2 negative invasive breast cancer (Group 1) or invasive triple-negative breast cancer (Group 2)
  Free of metastatic disease
   18 years old
  Female
  Had no prior treatment for any cancer
  Eligible for treatment with paclitaxel, doxorubicin and cyclophosphamide
Exclusion Criteria:
  Have a history of severe allergic reactions to paclitaxel or other drugs formulated in Cremaphor® EL
  Are pregnant or breastfeeding","Breast cancer patients with estrogen negative, progesterone negative and HER2- tumors are eligible for all cohorts of the primary trial",Contradiction,Contradiction,True,486,135,621,Moyen,Single,Eligibility
